threshold,attribute,min_favourable_rate,max_favourable_rate,favourable_disparate_impact_ratio,favourable_rate_gap,min_high_risk_flag_rate,max_high_risk_flag_rate,high_risk_flag_rate_gap,false_positive_rate_gap,false_negative_rate_gap,recall_bad_risk_gap
default_0_50,age_group,0.75,0.8648648648648649,0.8671875,0.11486486486486491,0.13513513513513514,0.25,0.11486486486486486,0.045138888888888895,0.34920634920634924,0.3492063492063492
default_0_50,foreign_worker_group,0.788659793814433,0.8333333333333334,0.9463917525773196,0.04467353951890041,0.16666666666666666,0.211340206185567,0.04467353951890035,0.11851851851851852,0.576271186440678,0.576271186440678
default_0_50,gender_group,0.7540983606557377,0.8057553956834532,0.9358899297423887,0.05165703502771557,0.19424460431654678,0.2459016393442623,0.051657035027715514,0.04533136240453313,0.02499999999999991,0.025000000000000022
selected_0.16,age_group,0.21666666666666667,0.3589743589743589,0.6035714285714286,0.14230769230769225,0.6410256410256411,0.7833333333333333,0.14230769230769225,0.15404040404040398,0.2357142857142857,0.23571428571428565
selected_0.16,foreign_worker_group,0.27835051546391754,0.5,0.5567010309278351,0.22164948453608246,0.5,0.7216494845360825,0.22164948453608246,0.2518518518518519,0.11864406779661017,0.11864406779661019
selected_0.16,gender_group,0.24590163934426235,0.302158273381295,0.813817330210773,0.05625663403703263,0.697841726618705,0.7540983606557377,0.05625663403703263,0.022172949002217335,0.09999999999999999,0.09999999999999998
